iteration,date,direction,entry_price,exit_price,stop_loss,position_size,pnl,duration_hours,balance,signal,exit_reason,is_partial,entry_rsi_14,exit_rsi_14,entry_macd_histogram,exit_macd_histogram,ensemble_score,market_phase,trend_strength
1,2024-02-07 03:30:00,long,43202.47,42767.22,42676.51,0.104763,-50.1,8.5,10143.77,StrongBuy,MaxDurationReached_ranging_at_resistance,False,66.56,31.34,11.676001,-43.223591,0.04,ranging_at_resistance,0.53
1,2024-02-08 14:00:00,short,44646.75,45041.34,45018.2,0.188418,-82.8,4.0,10060.97,StrongSell,StopLoss,False,55.91,77.55,-27.965592,0.653259,0.02,uptrend,0.53
2,2024-02-08 18:30:00,long,45138.11,45265.29,43982.37,0.021949,1.8,1.0,10062.77,StrongBuy,PartialExit_12pct,True,57.7,69.34,-7.025997,-3.666871,1.0,uptrend,0.53
1,2024-02-08 19:00:00,long,45142.27,45329.61,43203.12,0.035095,4.99,1.5,10067.75,Buy,QuickProfitTaken,False,57.7,70.06,-7.025997,1.446246,0.05,uptrend,0.53
2,2024-02-08 19:00:00,long,45138.11,45329.61,43982.37,0.160958,23.54,1.5,10091.29,StrongBuy,QuickProfitTaken,False,57.7,70.06,-7.025997,1.446246,1.0,uptrend,0.53
1,2024-02-09 02:00:00,long,45469.78,45757.72,44200.62,0.101269,24.54,4.5,10115.83,StrongBuy,QuickProfitTaken,False,57.19,67.37,-5.512084,4.847557,0.03,uptrend,0.56
2,2024-02-09 02:00:00,long,45465.45,45757.72,44200.62,0.182103,44.92,4.5,10160.75,StrongBuy,QuickProfitTaken,False,57.19,67.37,-5.512084,4.847557,1.0,uptrend,0.56
2,2024-02-09 05:30:00,long,46066.44,46226.4,44938.8,0.021675,2.47,1.5,10163.21,StrongBuy,PartialExit_12pct,True,64.23,77.19,52.939367,43.296049,1.0,uptrend,0.3
1,2024-02-09 07:00:00,long,46070.7,46283.6,44938.8,0.16331,27.23,3.0,10190.44,StrongBuy,QuickProfitTaken,False,64.23,74.97,52.939367,28.99709,0.05,uptrend,0.3
2,2024-02-09 07:00:00,long,46066.44,46283.6,44938.8,0.158949,27.18,3.0,10217.62,StrongBuy,QuickProfitTaken,False,64.23,74.97,52.939367,28.99709,1.0,uptrend,0.3
2,2024-02-09 17:00:00,long,47199.44,47553.87,45270.78,0.176866,54.31,1.5,10271.92,StrongBuy,QuickProfitTaken,False,63.26,73.6,-21.187636,-10.530732,1.0,uptrend,0.75
2,2024-02-10 07:00:00,long,47535.51,47228.53,44454.63,0.176667,-62.61,11.5,10209.32,StrongBuy,MaxDurationReached_ranging_at_resistance,False,53.62,55.51,-20.663383,-24.604606,1.0,uptrend,0.53
1,2024-02-10 09:30:00,short,47018.56,47082.13,48638.67,0.088959,-9.84,18.5,10199.47,Sell,StagnantPosition,False,67.47,38.97,-9.846735,-40.091793,0.01,uptrend,0.75
1,2024-02-10 19:00:00,long,47261.09,47450.81,46471.32,0.006668,0.95,2.0,10200.42,Buy,PartialExit_15pct,True,51.93,65.57,4.84948,20.117266,0.01,ranging_at_resistance,0.75
2,2024-02-10 19:00:00,long,47256.46,47453.06,46662.21,0.176491,26.34,2.0,10226.76,StrongBuy,QuickProfitTaken,False,51.93,65.57,4.84948,20.117266,1.0,ranging_at_resistance,0.75
1,2024-02-10 19:30:00,long,47261.09,47494.45,46471.32,0.037787,7.03,2.5,10233.79,Buy,QuickProfitTaken,False,51.93,67.1,4.84948,29.458851,0.01,ranging_at_resistance,0.75
2,2024-02-12 00:00:00,long,48357.78,48698.79,47553.53,0.172973,50.59,3.5,10284.37,StrongBuy,QuickProfitTaken,False,48.96,61.55,-15.147218,28.891363,1.0,ranging_at_resistance,0.54
1,2024-02-12 04:00:00,short,48077.53,48108.45,48777.76,0.174439,-13.79,11.0,10270.59,StrongSell,StagnantPosition,False,57.8,52.86,-19.715983,-35.628123,0.02,ranging_at_support,0.48
1,2024-02-12 09:30:00,short,48123.16,47904.93,48784.63,0.17401,29.62,2.5,10300.21,Sell,QuickProfitTaken,False,34.87,38.99,-9.000676,-27.140822,0.02,ranging_at_support,0.75
2,2024-02-12 14:30:00,long,48499.3,48796.66,47530.96,0.173428,43.13,12.5,10343.34,StrongBuy,QuickProfitTaken,False,49.83,64.83,17.795953,60.687708,1.0,uptrend,0.53
2,2024-02-13 00:00:00,long,50119.0,50161.45,47716.29,0.168615,-1.3,6.5,10342.04,StrongBuy,SmallProfitLongTimeBasedExit,False,78.8,51.73,208.918192,-27.893789,1.0,uptrend,0.86
1,2024-02-13 03:30:00,short,50059.05,49834.25,51228.36,0.098165,17.16,2.0,10359.2,StrongSell,QuickProfitTaken,False,59.01,38.09,-38.478305,-83.758085,0.01,uptrend,0.3
1,2024-02-13 14:00:00,long,50259.09,49393.24,49418.65,0.167471,-153.35,4.0,10205.85,Buy,StopLoss,False,61.32,21.18,-22.313011,-116.968261,0.1,ranging_at_support,0.56
2,2024-02-13 21:00:00,long,49197.51,49697.74,46108.97,0.044271,19.95,1.5,10225.8,StrongBuy,QuickProfitTaken,False,35.96,63.61,11.657509,88.497425,1.0,ranging_at_resistance,0.75
1,2024-02-15 09:30:00,short,51570.34,52222.8,54635.51,0.027974,-19.71,16.5,10206.1,Sell,MaxDurationReached_neutral,False,61.34,53.55,-54.237372,-33.642634,0.02,uptrend,0.53
1,2024-02-15 21:30:00,short,51746.92,51369.64,53802.31,0.001114,0.36,1.0,10206.46,Sell,PartialExit_12pct,True,38.88,23.03,-70.270501,-90.765374,0.03,ranging_at_resistance,0.39
1,2024-02-16 00:30:00,short,51746.92,51956.52,53802.31,0.008168,-2.14,4.0,10204.32,Sell,MaxDurationReached_ranging_at_resistance,False,38.88,50.73,-70.270501,6.506804,0.03,ranging_at_resistance,0.39
2,2024-02-16 13:30:00,long,52258.8,52473.7,51341.37,0.019445,3.16,1.0,10207.48,StrongBuy,PartialExit_12pct,True,60.19,70.78,44.226513,51.202277,1.0,neutral,0.3
2,2024-02-16 15:00:00,long,52258.8,51832.59,51341.37,0.142594,-68.2,2.5,10139.29,StrongBuy,StopLoss,False,60.19,51.11,44.226513,-21.959511,1.0,neutral,0.3
2,2024-02-17 21:00:00,long,51438.42,51865.55,50501.77,0.029423,11.05,0.5,10150.33,StrongBuy,PartialExit_18pct,True,61.39,68.62,66.365647,92.375242,1.0,ranging_at_resistance,0.3
2,2024-02-17 21:30:00,long,51438.42,51818.28,50501.77,0.134037,43.99,1.0,10194.32,StrongBuy,OverboughtExit,False,61.39,83.37,66.365647,101.909646,1.0,ranging_at_resistance,0.3
2,2024-02-18 08:30:00,long,51722.26,51797.57,51042.55,0.019625,0.46,0.5,10194.79,StrongBuy,PartialExit_12pct,True,49.64,61.09,13.156997,20.053821,1.0,ranging_at_resistance,0.54
3,2024-02-18 09:00:00,long,51724.24,51866.75,50960.06,0.01975,1.79,1.0,10196.58,StrongBuy,PartialExit_12pct,True,49.64,64.78,13.156997,27.494469,0.41,neutral,0.54
2,2024-02-18 09:30:00,long,51722.26,51988.72,51042.55,0.143917,30.88,1.5,10227.46,StrongBuy,QuickProfitTaken,False,49.64,82.11,13.156997,38.033338,1.0,ranging_at_resistance,0.54
3,2024-02-18 09:30:00,long,51724.24,51988.72,50960.06,0.144833,30.79,1.5,10258.25,StrongBuy,QuickProfitTaken,False,49.64,82.11,13.156997,38.033338,0.41,neutral,0.54
2,2024-02-18 19:30:00,long,51876.51,51773.35,51299.23,0.163612,-25.36,7.0,10232.89,StrongBuy,MaxDurationReached_ranging_at_resistance,False,45.89,59.76,-9.762239,-7.2654,1.0,ranging_at_resistance,0.52
3,2024-02-18 21:30:00,long,51878.74,51876.32,51228.99,0.164671,-8.94,9.0,10223.95,StrongBuy,SmallProfitLongTimeBasedExit,False,45.89,48.76,-9.762239,-2.746464,0.38,neutral,0.52
2,2024-02-19 06:00:00,long,52195.29,52437.01,51305.52,0.162166,30.71,6.0,10254.66,StrongBuy,QuickProfitTaken,False,61.57,64.22,39.101634,6.47072,1.0,uptrend,0.3
3,2024-02-20 06:00:00,long,51782.3,51952.11,50854.28,0.019778,2.33,1.5,10256.99,StrongBuy,PartialExit_12pct,True,45.53,54.84,12.516588,43.241089,0.71,ranging_at_resistance,0.75
3,2024-02-20 10:00:00,long,51782.3,52017.68,50854.28,0.14504,26.61,5.5,10283.6,StrongBuy,QuickProfitTaken,False,45.53,62.54,12.516588,17.553543,0.71,ranging_at_resistance,0.75
2,2024-02-20 13:30:00,long,52353.54,52868.84,51567.52,0.024332,11.26,1.0,10294.86,StrongBuy,PartialExit_15pct,True,59.38,71.55,58.454609,86.852159,1.0,neutral,0.3
3,2024-02-20 13:30:00,long,52356.65,52868.84,51567.52,0.024528,11.27,1.0,10306.13,StrongBuy,PartialExit_15pct,True,59.38,71.55,58.454609,86.852159,0.27,neutral,0.3
2,2024-02-20 14:00:00,long,52353.54,52370.55,51567.52,0.137883,-4.88,1.5,10301.26,StrongBuy,StopLoss,False,59.38,55.64,58.454609,62.903908,1.0,neutral,0.3
3,2024-02-20 14:00:00,long,52356.65,52370.51,51567.52,0.138991,-5.35,1.5,10295.9,StrongBuy,StopLoss,False,59.38,55.64,58.454609,62.903908,0.27,neutral,0.3
2,2024-02-20 23:00:00,long,52118.8,52332.09,48055.81,0.1045,16.83,2.5,10312.73,StrongBuy,QuickProfitTaken,False,38.1,61.18,37.422373,70.549866,1.0,ranging_at_support,0.63
3,2024-02-22 07:00:00,long,51636.3,51858.28,50771.35,0.127297,21.67,2.5,10334.4,StrongBuy,QuickProfitTaken,False,51.61,55.98,11.140494,30.039121,0.28,ranging_at_resistance,0.53
2,2024-02-23 14:00:00,long,51052.47,51202.61,50390.98,0.020012,1.98,0.5,10336.38,StrongBuy,PartialExit_12pct,True,40.41,52.01,7.548316,18.257027,1.0,ranging_at_resistance,0.3
2,2024-02-23 20:30:00,long,51052.47,51082.87,50390.98,0.146756,-3.03,7.0,10333.35,StrongBuy,SmallProfitLongTimeBasedExit,False,40.41,50.56,7.548316,14.526411,1.0,ranging_at_resistance,0.3
3,2024-03-01 08:00:00,long,61612.17,61890.47,57289.12,0.045942,9.95,6.5,10343.29,StrongBuy,QuickProfitTaken,False,53.61,56.08,14.3353,81.077513,0.86,ranging_at_resistance,0.53
4,2024-03-01 08:00:00,long,61612.17,61893.93,57289.12,0.007081,1.56,6.5,10344.85,StrongBuy,PartialExit_12pct,True,53.61,56.08,14.3353,81.077513,1.0,ranging_at_resistance,0.53
4,2024-03-01 08:30:00,long,61612.17,61951.74,57289.12,0.05193,14.42,7.0,10359.27,StrongBuy,QuickProfitTaken,False,53.61,63.3,14.3353,94.034994,1.0,ranging_at_resistance,0.53
3,2024-03-01 13:00:00,long,62227.94,62580.64,60509.39,0.138135,40.1,3.0,10399.37,StrongBuy,QuickProfitTaken,False,78.98,73.01,114.857044,77.650475,0.99,uptrend,0.62
4,2024-03-02 08:00:00,long,62839.88,61960.49,60297.2,0.137466,-129.47,10.5,10269.9,StrongBuy,MaxDurationReached_neutral,False,58.1,43.89,70.288753,-36.770012,1.0,uptrend,0.62
3,2024-03-02 10:00:00,long,62841.31,62009.07,60825.14,0.137373,-122.9,12.5,10147.0,StrongBuy,MaxDurationReached_ranging_at_resistance,False,58.1,45.09,70.288753,-23.190619,0.51,uptrend,0.62
3,2024-03-02 18:30:00,long,61955.27,62075.06,61134.48,0.016502,0.95,1.0,10147.95,StrongBuy,PartialExit_12pct,True,44.31,56.77,0.063511,20.812268,1.0,ranging_at_resistance,0.75
4,2024-03-02 18:30:00,long,61955.27,62075.06,61134.48,0.016501,0.95,1.0,10148.9,StrongBuy,PartialExit_12pct,True,44.31,56.77,0.063511,20.812268,1.0,ranging_at_resistance,0.75
3,2024-03-02 22:30:00,long,61955.27,61730.46,61134.48,0.121011,-34.69,5.0,10114.21,StrongBuy,StopLoss,False,44.31,45.18,0.063511,-9.81324,1.0,ranging_at_resistance,0.75
4,2024-03-02 22:30:00,long,61955.27,61730.46,61134.48,0.121005,-34.69,5.0,10079.53,StrongBuy,StopLoss,False,44.31,45.18,0.063511,-9.81324,1.0,ranging_at_resistance,0.75
3,2024-03-03 22:00:00,long,62824.68,63211.07,60873.11,0.135116,43.69,2.0,10123.22,StrongBuy,QuickProfitTaken,False,67.34,75.73,38.112043,28.20937,0.94,uptrend,0.3
4,2024-03-03 22:00:00,long,62824.68,63211.07,60873.11,0.135109,43.69,2.0,10166.9,StrongBuy,QuickProfitTaken,False,67.34,75.73,38.112043,28.20937,1.0,uptrend,0.3
4,2024-03-05 01:30:00,long,68152.43,68575.86,61979.72,0.009254,3.28,0.5,10170.19,StrongBuy,PartialExit_12pct,True,79.15,76.93,17.755332,22.275596,1.0,uptrend,0.3
3,2024-03-05 07:30:00,long,68152.43,66489.84,61979.72,0.070459,-121.89,6.5,10048.3,StrongBuy,StopLoss,False,79.15,26.8,17.755332,-271.225539,1.0,uptrend,0.3
4,2024-03-05 07:30:00,long,68152.43,66489.84,61979.72,0.067864,-117.4,6.5,9930.9,StrongBuy,StopLoss,False,79.15,26.8,17.755332,-271.225539,1.0,uptrend,0.3
3,2024-03-06 04:30:00,long,63783.84,64622.1,50080.72,0.032124,24.86,4.5,9955.76,StrongBuy,QuickProfitTaken,False,47.97,66.36,103.182613,217.225013,0.86,downtrend,0.75
4,2024-03-06 04:30:00,long,63783.84,64622.1,50080.72,0.03392,26.25,4.5,9982.02,StrongBuy,QuickProfitTaken,False,47.97,66.36,103.182613,217.225013,1.0,downtrend,0.75
3,2024-03-06 08:00:00,long,66158.89,67382.43,61608.94,0.019135,22.13,0.5,10004.15,StrongBuy,PartialExit_15pct,True,77.5,81.35,439.905549,465.467309,0.9,neutral,0.75
4,2024-03-06 08:00:00,long,66158.89,67382.43,61608.94,0.019153,22.15,0.5,10026.3,StrongBuy,PartialExit_15pct,True,77.5,81.35,439.905549,465.467309,1.0,neutral,0.75
3,2024-03-06 08:30:00,long,66158.89,66984.8,61608.94,0.10843,82.33,1.0,10108.64,StrongBuy,OverboughtExit,False,77.5,78.78,439.905549,431.224397,0.9,neutral,0.75
4,2024-03-06 08:30:00,long,66158.89,66984.8,61608.94,0.108533,82.41,1.0,10191.05,StrongBuy,OverboughtExit,False,77.5,78.78,439.905549,431.224397,1.0,neutral,0.75
3,2024-03-07 02:00:00,long,67200.43,65973.25,58767.56,0.054369,-70.34,9.0,10120.71,StrongBuy,MaxDurationReached_ranging_at_support,False,53.42,31.22,-33.140057,-90.439099,0.72,uptrend,0.7
4,2024-03-07 03:30:00,long,67200.43,65885.39,58767.56,0.064213,-88.72,10.5,10031.99,StrongBuy,MaxDurationReached_neutral,False,53.42,34.84,-33.140057,-65.621361,1.0,uptrend,0.7
4,2024-03-07 10:00:00,long,66778.31,66924.32,64775.63,0.015206,1.2,0.5,10033.19,StrongBuy,PartialExit_12pct,True,59.34,59.99,91.007185,99.029146,1.0,neutral,0.3
3,2024-03-07 10:30:00,long,66778.31,66937.82,64775.63,0.015222,1.41,1.0,10034.6,StrongBuy,PartialExit_12pct,True,59.34,68.11,91.007185,99.550191,0.71,neutral,0.3
3,2024-03-07 14:00:00,long,66778.31,67303.68,64775.63,0.11163,51.16,4.5,10085.76,StrongBuy,QuickProfitTaken,False,59.34,76.63,91.007185,54.958363,0.71,neutral,0.3
4,2024-03-07 14:00:00,long,66778.31,67303.68,64775.63,0.111514,51.11,4.5,10136.87,StrongBuy,QuickProfitTaken,False,59.34,76.63,91.007185,54.958363,1.0,neutral,0.3
3,2024-03-07 17:00:00,long,67347.79,67873.04,64684.68,0.018975,8.68,1.0,10145.55,StrongBuy,PartialExit_15pct,True,64.78,69.75,40.689715,69.715714,1.0,uptrend,0.6
4,2024-03-07 17:00:00,long,67347.79,67873.04,64684.68,0.018954,8.67,1.0,10154.23,StrongBuy,PartialExit_15pct,True,64.78,69.75,40.689715,69.715714,1.0,uptrend,0.6
3,2024-03-07 17:30:00,long,67347.79,67627.88,64684.68,0.107522,22.86,1.5,10177.09,StrongBuy,QuickProfitTaken,False,64.78,63.11,40.689715,67.040446,1.0,uptrend,0.6
4,2024-03-07 20:00:00,long,67347.79,67866.79,64684.68,0.107409,48.48,4.0,10225.57,StrongBuy,QuickProfitTaken,False,64.78,67.21,40.689715,23.080178,1.0,uptrend,0.6
3,2024-03-08 03:00:00,long,67045.99,67260.09,65394.14,0.0153,2.25,0.5,10227.81,StrongBuy,PartialExit_12pct,True,41.48,34.54,-58.270814,-36.993935,1.0,ranging_at_support,0.48
4,2024-03-08 03:00:00,long,67045.99,67260.09,65394.14,0.015326,2.25,0.5,10230.07,StrongBuy,PartialExit_12pct,True,41.48,34.54,-58.270814,-36.993935,1.0,ranging_at_support,0.48
3,2024-03-08 06:30:00,long,67045.99,67607.95,65394.14,0.112199,55.5,4.0,10285.56,StrongBuy,QuickProfitTaken,False,41.48,72.53,-58.270814,9.585016,1.0,ranging_at_support,0.48
4,2024-03-08 06:30:00,long,67045.99,67607.95,65394.14,0.11239,55.59,4.0,10341.15,StrongBuy,QuickProfitTaken,False,41.48,72.53,-58.270814,9.585016,1.0,ranging_at_support,0.48
4,2024-03-08 11:00:00,long,67317.3,67386.53,66286.35,0.015359,0.03,1.5,10341.18,StrongBuy,PartialExit_12pct,True,50.44,55.15,4.159259,17.989555,1.0,ranging_at_support,0.53
3,2024-03-08 11:30:00,long,67317.3,67794.87,66286.35,0.019166,7.86,2.0,10349.04,StrongBuy,PartialExit_15pct,True,50.44,64.86,4.159259,45.527789,1.0,ranging_at_support,0.53
3,2024-03-08 12:00:00,long,67317.3,67534.72,66286.35,0.108609,16.29,2.5,10365.33,StrongBuy,EndOfTest,False,50.44,62.68,4.159259,43.250942,1.0,ranging_at_support,0.53
4,2024-03-08 14:00:00,long,67317.3,67952.77,66286.35,0.112633,63.96,4.5,10429.28,StrongBuy,QuickProfitTaken,False,50.44,62.53,4.159259,57.709355,1.0,ranging_at_support,0.53
4,2024-03-09 04:30:00,long,68186.94,68323.26,65198.02,0.013988,0.95,3.5,10430.23,StrongBuy,PartialExit_12pct,True,42.62,56.32,-91.315734,-26.689186,1.0,ranging_at_resistance,0.46
4,2024-03-09 06:30:00,long,68186.94,68456.02,65198.02,0.102579,20.59,5.5,10450.82,StrongBuy,QuickProfitTaken,False,42.62,66.43,-91.315734,-0.753595,1.0,ranging_at_resistance,0.46
4,2024-03-09 12:30:00,long,68389.31,68497.39,67931.21,0.01907,0.75,2.5,10451.58,StrongBuy,PartialExit_15pct,True,43.49,56.8,-25.014421,-4.571587,1.0,ranging_at_resistance,0.75
4,2024-03-09 20:30:00,long,68389.31,68371.94,67931.21,0.108066,-9.27,10.5,10442.31,StrongBuy,SmallProfitLongTimeBasedExit,False,43.49,49.71,-25.014421,9.510481,1.0,ranging_at_resistance,0.75
4,2024-03-10 01:00:00,long,68382.77,68940.71,67857.98,0.022866,11.19,1.0,10453.5,StrongBuy,PartialExit_18pct,True,64.45,79.08,6.092278,42.377198,1.0,ranging_at_resistance,0.75
4,2024-03-10 01:30:00,long,68382.77,69006.5,67857.98,0.104168,57.82,1.5,10511.31,StrongBuy,QuickProfitTaken,False,64.45,79.13,6.092278,66.347209,1.0,ranging_at_resistance,0.75
5,2024-03-10 22:00:00,short,69304.8,68836.46,70174.73,0.122438,48.88,7.0,10560.2,StrongSell,QuickProfitTaken,False,44.23,35.05,-85.604556,-74.769374,0.99,ranging_at_resistance,0.44
5,2024-03-12 03:00:00,short,72021.08,71770.03,76413.96,0.118445,21.22,11.0,10581.41,StrongSell,SmallProfitLongTimeBasedExit,False,59.97,40.18,-4.882423,-117.66446,1.0,uptrend,0.53
5,2024-03-12 08:30:00,short,72143.68,71781.7,73536.95,0.014222,4.12,0.5,10585.54,StrongSell,PartialExit_12pct,True,40.59,38.77,-47.839561,-54.777536,1.0,ranging_at_resistance,0.3
5,2024-03-12 12:00:00,short,72143.68,71732.59,73536.95,0.104292,35.37,4.0,10620.91,StrongSell,QuickProfitTaken,False,40.59,46.0,-47.839561,-16.935044,1.0,ranging_at_resistance,0.3
5,2024-03-12 14:30:00,short,72344.28,71758.79,73741.54,0.017803,9.14,0.5,10630.05,StrongSell,PartialExit_15pct,True,48.92,43.18,32.43367,-1.158751,0.94,ranging_at_support,0.57
5,2024-03-12 15:30:00,short,72344.28,71807.73,73741.54,0.100885,46.86,1.5,10676.9,StrongSell,QuickProfitTaken,False,48.92,50.39,32.43367,-17.430185,0.94,ranging_at_support,0.57
5,2024-03-12 21:00:00,short,71426.44,70904.69,76119.96,0.120934,54.49,1.5,10731.39,StrongSell,QuickProfitTaken,False,43.59,41.13,-2.87438,-9.72739,1.0,ranging_at_resistance,0.75
4,2024-03-13 01:00:00,long,71542.92,71840.85,66067.96,0.005526,1.25,1.0,10732.64,StrongBuy,PartialExit_12pct,True,75.33,68.91,80.940721,108.584014,1.0,ranging_at_resistance,0.58
4,2024-03-13 01:30:00,long,71542.92,72043.87,66067.96,0.040523,17.39,1.5,10750.03,StrongBuy,QuickProfitTaken,False,75.33,63.73,80.940721,132.569936,1.0,ranging_at_resistance,0.58
4,2024-03-13 06:00:00,long,72170.47,72454.41,69924.08,0.014578,3.08,2.0,10753.11,StrongBuy,PartialExit_12pct,True,88.0,80.52,114.438245,84.575,1.0,uptrend,0.57
4,2024-03-13 06:30:00,long,72170.47,72768.59,69924.08,0.106906,56.19,2.5,10809.31,StrongBuy,QuickProfitTaken,False,88.0,84.53,114.438245,100.562907,1.0,uptrend,0.57
5,2024-03-13 10:30:00,short,71463.68,73367.91,74875.58,0.121572,-240.31,10.5,10569.0,StrongSell,MaxDurationReached_neutral,False,75.33,78.92,80.940721,67.096802,1.0,ranging_at_resistance,0.58
4,2024-03-14 02:30:00,long,73366.41,73061.24,72034.37,0.120247,-45.5,15.5,10523.5,StrongBuy,MaxDurationReached_neutral,False,78.25,41.74,42.149505,-21.97828,1.0,uptrend,0.53
5,2024-03-14 09:30:00,short,72855.75,73421.16,74952.34,0.116215,-74.21,15.5,10449.29,StrongSell,MaxDurationReached_neutral,False,45.29,56.27,-30.202677,3.689049,0.95,ranging_at_support,0.53
4,2024-03-14 22:00:00,long,70854.36,71562.57,61469.89,0.006551,4.17,0.5,10453.46,StrongBuy,PartialExit_12pct,True,45.31,55.65,68.949722,137.840146,1.0,downtrend,0.75
4,2024-03-14 23:00:00,long,70854.36,71546.39,61469.89,0.048042,29.82,1.5,10483.28,StrongBuy,QuickProfitTaken,False,45.31,60.9,68.949722,200.28008,1.0,downtrend,0.75
4,2024-03-15 12:00:00,long,72004.48,67833.93,65558.39,0.1025,-434.65,10.5,10048.63,StrongBuy,MaxDurationReached_neutral,False,69.12,50.5,201.061507,95.643481,1.0,neutral,0.3
4,2024-03-15 18:30:00,long,68298.97,70247.89,63241.58,0.008699,16.35,0.5,10064.98,StrongBuy,PartialExit_18pct,True,68.99,75.02,143.023901,258.818975,1.0,ranging_at_resistance,0.55
4,2024-03-15 19:00:00,long,68298.97,70026.56,63241.58,0.03963,65.72,1.0,10130.71,StrongBuy,OverboughtExit,False,68.99,71.57,143.023901,306.261368,1.0,ranging_at_resistance,0.55
5,2024-03-16 05:00:00,short,69181.61,68875.54,72598.25,0.007883,1.87,0.5,10132.57,StrongSell,PartialExit_12pct,True,62.77,57.36,-23.451192,-48.770681,1.0,ranging_at_resistance,0.53
5,2024-03-16 10:00:00,short,69181.61,68675.18,72598.25,0.057812,25.29,5.5,10157.86,StrongSell,QuickProfitTaken,False,62.77,35.36,-23.451192,-67.000687,1.0,ranging_at_resistance,0.53
4,2024-03-17 10:00:00,long,66505.37,67080.29,61116.42,0.088853,45.15,4.5,10203.01,StrongBuy,QuickProfitTaken,False,48.78,59.01,119.78424,175.618685,1.0,ranging_at_support,0.54
4,2024-03-17 17:00:00,long,68047.51,68390.03,62965.12,0.0188,5.16,1.0,10208.17,StrongBuy,PartialExit_15pct,True,72.43,70.63,163.186654,161.745723,1.0,neutral,0.73
4,2024-03-17 17:30:00,long,68047.51,68561.19,62965.12,0.106534,47.45,1.5,10255.61,StrongBuy,QuickProfitTaken,False,72.43,71.18,163.186654,166.39933,1.0,neutral,0.73
4,2024-03-17 20:00:00,long,68273.34,68481.1,65751.96,0.015075,2.1,0.5,10257.71,StrongBuy,PartialExit_12pct,True,78.87,74.6,74.978064,60.225319,1.0,uptrend,0.53
4,2024-03-18 05:00:00,long,68273.34,68820.45,65751.96,0.110553,52.9,9.5,10310.62,StrongBuy,QuickProfitTaken,False,78.87,54.77,74.978064,34.918672,1.0,uptrend,0.53
5,2024-03-18 13:30:00,short,67864.02,67634.13,69937.73,0.124125,20.12,3.0,10330.74,StrongSell,QuickProfitTaken,False,52.24,38.16,-50.559986,-49.606133,1.0,ranging_at_support,0.45
4,2024-03-18 17:30:00,long,68563.58,67403.95,66075.22,0.125835,-154.48,10.5,10176.26,StrongBuy,MaxDurationReached_downtrend,False,54.2,40.89,20.984995,-73.540383,1.0,uptrend,0.53
5,2024-03-19 01:00:00,short,67036.64,66451.13,70823.82,0.125934,65.33,9.5,10241.59,StrongSell,QuickProfitTaken,False,41.69,40.54,-125.810156,-39.278492,0.95,neutral,0.33
5,2024-03-19 21:30:00,short,62556.32,64028.5,67927.08,0.135914,-208.69,10.0,10032.9,StrongSell,MaxDurationReached_downtrend,False,32.29,60.94,-110.747183,22.406958,1.0,downtrend,0.12
6,2024-03-20 18:30:00,long,64184.91,65429.22,57026.11,0.020255,23.89,0.5,10056.79,StrongBuy,PartialExit_20pct,True,54.9,65.7,56.193303,136.608601,0.97,neutral,0.71
6,2024-03-20 19:30:00,long,64184.91,65791.91,57026.11,0.081021,124.93,1.5,10181.72,StrongBuy,QuickProfitTaken,False,54.9,64.0,56.193303,216.134768,0.97,neutral,0.71
5,2024-03-21 09:30:00,short,67303.66,66926.36,69566.31,0.014817,4.59,0.5,10186.31,StrongSell,PartialExit_12pct,True,41.23,40.07,-114.036507,-128.087247,1.0,uptrend,0.75
5,2024-03-21 11:00:00,short,67303.66,66953.85,69566.31,0.108657,30.71,2.0,10217.03,StrongSell,QuickProfitTaken,False,41.23,50.82,-114.036507,-123.266004,1.0,uptrend,0.75
6,2024-03-22 04:30:00,long,65878.58,66153.53,61680.74,0.005166,1.08,3.5,10218.11,StrongBuy,PartialExit_12pct,True,54.02,60.53,65.777797,109.427175,0.96,ranging_at_resistance,0.57
6,2024-03-22 05:00:00,long,65878.58,66219.34,61680.74,0.037883,10.4,4.0,10228.51,StrongBuy,QuickProfitTaken,False,54.02,64.21,65.777797,117.773813,0.96,ranging_at_resistance,0.57
5,2024-03-22 10:30:00,short,65508.37,64721.78,67105.84,0.022924,16.54,0.5,10245.05,StrongSell,PartialExit_18pct,True,28.16,26.39,-94.241831,-143.684884,1.0,ranging_at_support,0.32
6,2024-03-22 10:30:00,long,66337.69,64834.84,64872.87,0.127247,-199.58,2.0,10045.47,StrongBuy,StopLoss,False,64.06,26.39,36.193682,-143.684884,0.99,ranging_at_resistance,0.75
5,2024-03-22 11:30:00,short,65508.37,64292.84,67105.84,0.10443,120.16,1.5,10165.63,StrongSell,QuickProfitTaken,False,28.16,20.78,-94.241831,-192.841091,1.0,ranging_at_support,0.32
5,2024-03-22 14:00:00,short,64202.98,63149.15,67456.02,0.023742,23.51,0.5,10189.13,StrongSell,PartialExit_18pct,True,13.46,14.56,-236.798762,-255.025008,1.0,downtrend,0.33
5,2024-03-22 15:00:00,short,64202.98,64051.82,67456.02,0.10816,9.41,1.5,10198.55,StrongSell,StopLoss,False,13.46,31.87,-236.798762,-176.623226,1.0,downtrend,0.33
